WAFER_ID,STAGE,mean_CHAMBER,std_CHAMBER,min_CHAMBER,median_CHAMBER,max_CHAMBER,mean_USAGE_OF_BACKING_FILM,std_USAGE_OF_BACKING_FILM,min_USAGE_OF_BACKING_FILM,median_USAGE_OF_BACKING_FILM,max_USAGE_OF_BACKING_FILM,mean_USAGE_OF_DRESSER,std_USAGE_OF_DRESSER,min_USAGE_OF_DRESSER,median_USAGE_OF_DRESSER,max_USAGE_OF_DRESSER,mean_USAGE_OF_POLISHING_TABLE,std_USAGE_OF_POLISHING_TABLE,min_USAGE_OF_POLISHING_TABLE,median_USAGE_OF_POLISHING_TABLE,max_USAGE_OF_POLISHING_TABLE,mean_USAGE_OF_DRESSER_TABLE,std_USAGE_OF_DRESSER_TABLE,min_USAGE_OF_DRESSER_TABLE,median_USAGE_OF_DRESSER_TABLE,max_USAGE_OF_DRESSER_TABLE,mean_PRESSURIZED_CHAMBER_PRESSURE,std_PRESSURIZED_CHAMBER_PRESSURE,min_PRESSURIZED_CHAMBER_PRESSURE,median_PRESSURIZED_CHAMBER_PRESSURE,max_PRESSURIZED_CHAMBER_PRESSURE,mean_MAIN_OUTER_AIR_BAG_PRESSURE,std_MAIN_OUTER_AIR_BAG_PRESSURE,min_MAIN_OUTER_AIR_BAG_PRESSURE,median_MAIN_OUTER_AIR_BAG_PRESSURE,max_MAIN_OUTER_AIR_BAG_PRESSURE,mean_CENTER_AIR_BAG_PRESSURE,std_CENTER_AIR_BAG_PRESSURE,min_CENTER_AIR_BAG_PRESSURE,median_CENTER_AIR_BAG_PRESSURE,max_CENTER_AIR_BAG_PRESSURE,mean_RETAINER_RING_PRESSURE,std_RETAINER_RING_PRESSURE,min_RETAINER_RING_PRESSURE,median_RETAINER_RING_PRESSURE,max_RETAINER_RING_PRESSURE,mean_RIPPLE_AIR_BAG_PRESSURE,std_RIPPLE_AIR_BAG_PRESSURE,min_RIPPLE_AIR_BAG_PRESSURE,median_RIPPLE_AIR_BAG_PRESSURE,max_RIPPLE_AIR_BAG_PRESSURE,mean_USAGE_OF_MEMBRANE,std_USAGE_OF_MEMBRANE,min_USAGE_OF_MEMBRANE,median_USAGE_OF_MEMBRANE,max_USAGE_OF_MEMBRANE,mean_USAGE_OF_PRESSURIZED_SHEET,std_USAGE_OF_PRESSURIZED_SHEET,min_USAGE_OF_PRESSURIZED_SHEET,median_USAGE_OF_PRESSURIZED_SHEET,max_USAGE_OF_PRESSURIZED_SHEET,mean_SLURRY_FLOW_LINE_A,std_SLURRY_FLOW_LINE_A,min_SLURRY_FLOW_LINE_A,median_SLURRY_FLOW_LINE_A,max_SLURRY_FLOW_LINE_A,mean_SLURRY_FLOW_LINE_B,std_SLURRY_FLOW_LINE_B,min_SLURRY_FLOW_LINE_B,median_SLURRY_FLOW_LINE_B,max_SLURRY_FLOW_LINE_B,mean_SLURRY_FLOW_LINE_C,std_SLURRY_FLOW_LINE_C,min_SLURRY_FLOW_LINE_C,median_SLURRY_FLOW_LINE_C,max_SLURRY_FLOW_LINE_C,mean_WAFER_ROTATION,std_WAFER_ROTATION,min_WAFER_ROTATION,median_WAFER_ROTATION,max_WAFER_ROTATION,mean_STAGE_ROTATION,std_STAGE_ROTATION,min_STAGE_ROTATION,median_STAGE_ROTATION,max_STAGE_ROTATION,mean_HEAD_ROTATION,std_HEAD_ROTATION,min_HEAD_ROTATION,median_HEAD_ROTATION,max_HEAD_ROTATION,mean_DRESSING_WATER_STATUS,std_DRESSING_WATER_STATUS,min_DRESSING_WATER_STATUS,median_DRESSING_WATER_STATUS,max_DRESSING_WATER_STATUS,mean_EDGE_AIR_BAG_PRESSURE,std_EDGE_AIR_BAG_PRESSURE,min_EDGE_AIR_BAG_PRESSURE,median_EDGE_AIR_BAG_PRESSURE,max_EDGE_AIR_BAG_PRESSURE,AVG_REMOVAL_RATE
-4226160404,A,4.652661064425771,0.8019112912720792,4.0,4.0,6.0,10060.889355744263,3.86612404249301,10055.0,10061.6666667,10067.5,575.7246602347441,0.1847446180825074,575.555555556,575.555555556,575.925925926,186.91358024683763,3.4702391804574497,181.48148148099997,187.407407407,193.33333333299998,2694.3655462184875,0.12481692759384592,2694.25,2694.25,2694.5,67.01347205546656,27.71259875575018,0.0,78.5714285714,150.0,207.20000000000056,106.39483809393062,0.0,268.8,270.0,55.18820028011204,28.544562469212803,0.0,72.1875,72.1875,1596.137815126052,1504.7466945175543,0.0,1450.8,9044.1,7.787242169598181,3.9548738875984237,0.0,9.95454545455,10.0,119.29908326967762,0.04584336802803619,119.22924901200001,119.308300395,119.377470356,3018.266806722689,1.1598372121151581,3016.5,3018.5,3020.25,5.345471521940746,7.063712057958106,0.0,2.22222222222,26.3888888889,0.9065444359562874,0.04811419309318327,0.0,0.909090909091,0.909090909091,323.0039215686269,189.38279790382614,0.0,439.6,470.4,14.079864503937198,16.70603877315369,0.0,0.0,34.8837209302,57.738832374995475,94.73150010141237,0.0,0.0,263.026315789,160.05378151260578,6.988451025702774,156.8,160.0,192.0,0.18487394957983194,0.3887401117920538,0.0,0.0,1.0,39.320940497384136,19.918111696690968,0.0,48.4848484848,57.5757575758,60.44715
-4224160686,A,4.654285714285714,0.7996571103070838,4.0,4.0,6.0,9614.945238095279,3.7479402624622304,9609.16666667,9615.0,9621.66666667,551.6571428569591,0.18520489306723736,551.481481481,551.481481481,551.851851852,157.707936508017,3.324983604385057,152.592592593,157.777777778,163.703703704,2678.1192857142855,0.12504808735371545,2678.0,2678.0,2678.25,68.76462585036754,27.885177242965245,0.0,76.19047619050001,150.0,214.04914285714307,102.20470209862341,0.0,268.8,270.0,54.79732142857143,26.112297940753397,0.0,69.0625,69.375,1467.8374285714303,1308.0646080795382,0.0,1443.0,10253.1,7.733246753246867,3.5999379981406743,0.0,9.5,10.8181818182,114.01123658948813,0.044458119471162356,113.94268774700001,114.011857708,114.090909091,2884.4842857142858,1.1247904248333245,2882.75,2884.5,2886.5,5.509126984124934,7.242222327952943,0.0,2.22222222222,26.25,0.9038961038961905,0.06862228876027103,0.0,0.909090909091,0.909090909091,344.3440000000005,176.69201299643828,0.0,442.4,473.2,14.328239202653668,16.732118597320877,0.0,0.0,34.8837209302,57.88007518791247,94.9479664462215,0.0,0.0,263.026315789,160.32000000000048,7.057358126447054,156.8,160.0,192.0,0.5685714285714286,0.4959846959993578,0.0,1.0,1.0,40.5774891774889,19.046968183272902,0.0,48.7878787879,57.878787878800004,57.2523
-4224160678,B,4.648876404494382,0.7998407421794276,4.0,4.0,6.0,9526.132958801716,3.83490923129167,9520.0,9526.66666667,9533.33333333,547.7777777780041,0.0,547.7777777780001,547.7777777780001,547.7777777780001,78.7536412817324,3.404079030886789,73.3333333333,79.25925925930001,85.1851851852,2675.5,0.0,2675.5,2675.5,2675.5,67.9882289994732,27.39659276825447,0.0,74.2857142857,150.0,212.28876404494386,98.4035851152718,0.0,258.0,270.0,54.30828651685393,25.17584381104153,0.0,65.9375,69.375,1488.7592696629201,1270.2953960325287,0.0,1450.8,8919.3,7.990168539327032,3.630714518481906,0.0,9.5,10.0454545455,112.95809832566863,0.045473231911956694,112.885375494,112.96442687700001,113.043478261,2857.8398876404494,1.1504727693333645,2856.0,2858.0,2860.0,5.418227215978671,7.117484012920056,0.0,2.22222222222,26.1111111111,0.9039836567927321,0.06804320600693398,0.0,0.909090909091,0.909090909091,344.21123595505526,172.03381353721792,0.0,439.6,467.6,14.075646720662006,16.656184899718472,0.0,0.0,34.8837209302,56.19086339438743,94.12337748560175,0.0,0.0,263.026315789,160.1528089887645,6.92013335192916,156.8,160.0,192.0,0.5589887640449438,0.49720694802986426,0.0,1.0,1.0,39.39819543751703,18.367348541203203,0.0,44.2424242424,57.878787878800004,66.9813
-4224160592,A,4.667630057803469,0.803574363950379,4.0,4.0,6.0,9332.545761078898,3.690948541926832,9326.66666667,9332.916666665,9339.16666667,535.1851851849958,0.0,535.185185185,535.185185185,535.185185185,319.6039391993266,3.282327919392397,314.074074074,320.0,325.185185185,2667.0,0.0,2667.0,2667.0,2667.0,67.84062758052147,27.747850392952497,0.0,74.2857142857,150.476190476,207.69017341040464,101.55214305090126,0.0,258.0,270.0,53.1268063583815,26.025632682227357,0.0,65.9375,69.375,1526.4893063583786,1394.76281147087,0.0,1446.9,8131.5,7.806489753022429,3.7892467413447743,0.0,9.5,10.0454545455,110.66259795740731,0.04376618843864062,110.592885375,110.66699604749999,110.741106719,2799.7637283236995,1.1072845626987664,2798.0,2799.875,2801.75,5.51501284521372,7.1328685263151,0.0,2.22222222222,26.3888888889,0.9038360483448055,0.069016659818597,0.0,0.909090909091,0.909090909091,336.93063583815,179.95981528301243,0.0,439.6,464.8,12.904288210776825,16.35839143549889,0.0,0.0,34.8837209302,61.894584727658014,94.44218228020821,0.0,0.0,263.026315789,161.35028901734157,9.11695743983183,156.8,160.0,192.0,0.5664739884393064,0.49627919405499205,0.0,1.0,1.0,38.69767034506738,18.816547312466394,0.0,44.2424242424,57.878787878800004,56.1786
-4222160444,B,4.619302949061662,0.7930155776289946,4.0,4.0,6.0,3375.6769437002686,4.0139725879788175,3369.16666667,3375.83333333,3382.5,6.459140105256227,0.1840794962068205,6.2962962962999995,6.2962962962999995,6.666666666669999,87.98331843908254,3.5679069184366843,82.2222222222,88.14814814809999,94.0740740741,2829.1105898123324,0.12433338638995159,2829.0,2829.0,2829.25,67.20924294649477,25.153937479351832,0.0,73.80952380949999,150.476190476,215.39839142091176,91.71736211609308,0.0,256.8,258.0,55.16923592493298,23.474716229074787,0.0,65.9375,66.25,1470.3522788203736,1098.957527541544,0.0,1450.8,7074.6,8.45734828176774,3.5499332423560297,0.0,10.0454545455,11.1818181818,40.027789846239514,0.04759651289359113,39.9505928854,40.0296442688,40.1086956522,1012.7030831099196,1.204191776450532,1010.75,1012.75,1014.75,4.179699136132239,5.503375187675873,0.0,2.22222222222,25.694444444400002,0.9066536680478565,0.047070943007140854,0.0,0.909090909091,0.909090909091,357.754423592493,150.09509875374138,0.0,422.8,464.8,11.845501589869109,16.11761491729471,0.0,0.0,34.8837209302,53.40306194434413,92.35389677464337,0.0,0.0,263.026315789,160.3517426273462,6.695322425783105,156.8,160.0,192.0,0.10991957104557641,0.3132096140462459,0.0,0.0,1.0,38.211877488019454,16.421501193023374,0.0,43.9393939394,57.878787878800004,60.8757
-4222160424,B,4.661016949152542,0.8024785152371957,4.0,4.0,6.0,3519.689265536582,3.829559372416914,3513.33333333,3520.0,3526.66666667,13.511194810610647,0.18530222084430428,13.333333333299999,13.333333333299999,13.703703703699999,215.99916300479381,3.413232271818469,210.37037037,216.29629629599998,222.222222222,2834.0,0.0,2834.0,2834.0,2834.0,67.85848802797355,26.88116523810618,0.0,73.80952380949999,150.0,206.57966101694927,96.7856885090355,0.0,256.8,258.0,52.89724576271186,24.771251006407255,0.0,65.9375,66.25,1483.1788135593235,1314.5833474838614,0.0,1446.9,10662.6,8.108628659484243,3.77069532157251,0.0,10.0,10.0454545455,41.73547375003388,0.04542119330339235,41.6600790514,41.7391304348,41.8181818182,1055.9074858757062,1.149156190526498,1054.0,1056.0,1058.0,5.321720025108721,6.953820256284823,0.0,2.22222222222,25.8333333333,0.9065228556754849,0.04831763667752608,0.0,0.909090909091,0.909090909091,344.9141242937865,177.5392900646307,0.0,445.2,470.4,14.121666009718174,16.65098424097771,0.0,0.0,34.8837209302,56.81274159970541,94.68017709037606,0.0,0.0,263.026315789,159.9367231638422,6.728911575306991,156.8,160.0,192.0,0.5649717514124294,0.49646241386254697,0.0,1.0,1.0,37.50556411573641,17.848381919953276,0.0,43.9393939394,57.878787878800004,78.17175
-4222160392,B,4.660056657223796,0.8034138786560779,4.0,4.0,6.0,3506.6525023604254,3.796507175508627,3500.83333333,3506.66666667,3513.33333333,13.13398384220367,0.18490478668043625,12.962962962999999,12.962962962999999,13.333333333299999,204.41926345601712,3.3815240915590663,199.259259259,204.44444444400003,210.37037037,2833.6154390934844,0.12481073103293558,2833.5,2833.5,2833.75,66.29569674894776,28.156172054876706,0.0,73.80952380949999,150.0,201.47762039660094,100.36090092875054,0.0,256.8,258.0,51.634206798866856,25.713681329919652,0.0,65.9375,66.25,1620.8090651558086,1518.340192232758,0.0,1450.8,8014.5,7.913468967301963,3.9083075724627054,0.0,10.0,10.0454545455,41.580887704488475,0.044984064767334915,41.5118577075,41.581027668000004,41.6600790514,1051.9964589235128,1.1380968384952512,1050.25,1052.0,1054.0,5.38637079005274,7.0216361820985975,0.0,2.22222222222,25.8333333333,0.9065155807366307,0.04838602685567296,0.0,0.909090909091,0.909090909091,333.7235127478751,182.21315856931787,0.0,439.6,470.4,14.242044930490039,16.73756206231399,0.0,0.0,34.8837209302,53.57126882357583,94.14790195322622,0.0,0.0,263.026315789,160.14504249291835,6.747982405614643,156.8,160.0,192.0,0.1529745042492918,0.36047387045379353,0.0,0.0,1.0,36.626319855785006,18.32970974687139,0.0,43.9393939394,57.878787878800004,80.88135
-4220160694,B,4.658959537572255,0.7981086799582598,4.0,4.0,6.0,5388.323699422168,3.727307550276013,5382.5,5388.33333333,5395.0,120.37037037000061,0.0,120.37037037,120.37037037,120.37037037,147.5208734745954,3.320098136213813,142.222222222,148.148148148,153.33333333299998,2906.1134393063585,0.12464450580469005,2906.0,2906.0,2906.25,66.31296449214955,27.953498506710087,0.0,73.80952380949999,150.0,202.59884393063575,100.14970937808407,0.0,258.0,258.0,51.80274566473989,25.571964286610946,0.0,65.9375,65.9375,1604.8161849710996,1518.0953783495527,0.0,1443.0,9032.4,7.9481082501428375,3.8881952634718138,0.0,10.0,10.181818181799999,63.893166396305425,0.044197322731895174,63.824110671899994,63.8932806324,63.9723320158,1616.4971098265896,1.1181922650099747,1614.75,1616.5,1618.5,5.67236673089141,7.259481560848341,0.0,2.22222222222,26.3888888889,0.9064634787179009,0.04887303005186582,0.0,0.909090909091,0.909090909091,337.30289017341113,180.5787232648701,0.0,442.4,476.0,14.556391988166142,16.73140891964169,0.0,0.0,34.8837209302,58.151810161191214,94.97052110283592,0.0,0.0,263.026315789,160.30520231213907,6.852095973810747,156.8,160.0,192.0,0.5722543352601156,0.4954682797975051,0.0,1.0,1.0,36.782273603086956,18.273124867721865,0.0,43.9393939394,57.878787878800004,80.7204
-4220160674,B,4.788927335640138,0.8167614049514231,4.0,5.0,6.0,5417.381776238095,1.4510261613869124,5414.16666667,5418.33333333,5418.33333333,122.05818275016642,0.18429306503647644,121.85185185200001,122.22222222200001,122.22222222200001,173.3410226835365,1.1170698059656556,171.111111111,174.074074074,174.074074074,2907.1401384083047,0.12429515812023885,2907.0,2907.25,2907.25,23.99406821551835,35.19076833960327,0.0,0.0,150.0,71.18615916955017,114.44096890240752,0.0,0.0,258.0,18.20717993079585,29.257960346297196,0.0,0.0,65.9375,722.7820069204153,1460.5039643267023,0.0,0.0,8872.5,2.778232148478547,4.437340157086901,0.0,0.0,10.0454545455,64.23772857201315,0.017205843829162078,64.19960474310001,64.2490118577,64.2490118577,1625.2145328719723,0.435307848992807,1624.25,1625.5,1625.5,1.2269319492494486,2.014720648294567,0.0,0.0,22.6388888889,0.42151620006295615,0.45413021472344456,0.0,0.0,0.909090909091,142.7321799307957,198.17218760467645,0.0,0.0,473.2,17.57544057294112,16.917686972402095,0.0,17.4418604651,34.8837209302,59.1718266253367,93.93454699385752,0.0,0.0,263.026315789,160.6089965397926,7.357615246434909,156.8,160.0,192.0,0.6539792387543253,0.47652505135351925,0.0,1.0,1.0,12.344552794378878,19.757047185851167,0.0,0.0,54.84848484850001,97.10985
-4220160654,A,4.656976744186046,0.7963533062522387,4.0,4.0,6.0,4701.8265503870925,2.919298828642294,4696.66666667,4703.33333333,4706.66666667,84.24633936261242,0.1850030367731505,84.0740740741,84.0740740741,84.44444444439999,211.41472868229923,2.593041871264842,206.66666666700002,212.592592593,216.29629629599998,2881.6170058139537,0.12492582042028703,2881.5,2881.5,2881.75,48.87458471760815,32.289680949539004,0.0,42.380952381,150.0,182.33720930232508,122.81416908266839,0.0,267.6,270.0,44.72292877906977,30.50931892324647,0.0,58.125,72.5,1359.716860465115,1374.3620174224673,0.0,1446.9,7187.7,6.35782241014858,4.261685867908035,0.0,8.22727272727,10.0454545455,55.752883996674235,0.034616191649117,55.691699604700005,55.770750988100005,55.8102766798,1410.547965116279,0.8757896488223144,1409.0,1411.0,1412.0,5.027858527130289,7.183522908657977,0.0,2.22222222222,26.1111111111,0.8139534883721715,0.27868118089818,0.0,0.909090909091,0.909090909091,353.17441860465084,246.8646754264813,0.0,439.6,918.4,14.583558680362012,16.765712888654626,0.0,0.0,34.8837209302,57.649556303497775,94.60832175546122,0.0,0.0,263.026315789,160.28837209302372,7.444166027018703,156.8,160.0,192.0,0.5755813953488372,0.4949744043826566,0.0,1.0,1.0,32.2533474277655,21.788777986151583,0.0,42.7272727273,57.878787878800004,69.84885
