MACHINE_ID,MACHINE_DATA,TIMESTAMP,WAFER_ID,STAGE,CHAMBER,USAGE_OF_BACKING_FILM,USAGE_OF_DRESSER,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER_TABLE,PRESSURIZED_CHAMBER_PRESSURE,MAIN_OUTER_AIR_BAG_PRESSURE,CENTER_AIR_BAG_PRESSURE,RETAINER_RING_PRESSURE,RIPPLE_AIR_BAG_PRESSURE,USAGE_OF_MEMBRANE,USAGE_OF_PRESSURIZED_SHEET,SLURRY_FLOW_LINE_A,SLURRY_FLOW_LINE_B,SLURRY_FLOW_LINE_C,WAFER_ROTATION,STAGE_ROTATION,HEAD_ROTATION,DRESSING_WATER_STATUS,EDGE_AIR_BAG_PRESSURE
2,1,485785875.0,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,485785876.0,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,485785877.0,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,485785878.0,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,485785879.333,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,485785880.0,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,485785881.0,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,485785882.0,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,485785885.333,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,485785885.667,2062207560,A,1,142.5,84.0740740741,102.222222222,3910.5,0.0,0.0,0.0,0.0,0.0,1.68972332016,42.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
