MACHINE_ID,MACHINE_DATA,TIMESTAMP,WAFER_ID,STAGE,CHAMBER,USAGE_OF_BACKING_FILM,USAGE_OF_DRESSER,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER_TABLE,PRESSURIZED_CHAMBER_PRESSURE,MAIN_OUTER_AIR_BAG_PRESSURE,CENTER_AIR_BAG_PRESSURE,RETAINER_RING_PRESSURE,RIPPLE_AIR_BAG_PRESSURE,USAGE_OF_MEMBRANE,USAGE_OF_PRESSURIZED_SHEET,SLURRY_FLOW_LINE_A,SLURRY_FLOW_LINE_B,SLURRY_FLOW_LINE_C,WAFER_ROTATION,STAGE_ROTATION,HEAD_ROTATION,DRESSING_WATER_STATUS,EDGE_AIR_BAG_PRESSURE
2,1,485633016.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,485633017.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,485633018.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,485633019.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,485633020.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,485633021.333,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,485633022.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,485633023.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,485633024.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
2,1,485633025.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,485633026.333,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,485633027.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
2,1,485633028.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
2,1,485633029.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
2,1,485633030.667,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
2,1,485633031.333,1854206830,A,1,9606.66666667,15.5555555556,98.5185185185,3864.25,0.0,0.0,0.0,0.0,0.0,113.913043478,2882.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
