MACHINE_ID,MACHINE_DATA,TIMESTAMP,WAFER_ID,STAGE,CHAMBER,USAGE_OF_BACKING_FILM,USAGE_OF_DRESSER,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER_TABLE,PRESSURIZED_CHAMBER_PRESSURE,MAIN_OUTER_AIR_BAG_PRESSURE,CENTER_AIR_BAG_PRESSURE,RETAINER_RING_PRESSURE,RIPPLE_AIR_BAG_PRESSURE,USAGE_OF_MEMBRANE,USAGE_OF_PRESSURIZED_SHEET,SLURRY_FLOW_LINE_A,SLURRY_FLOW_LINE_B,SLURRY_FLOW_LINE_C,WAFER_ROTATION,STAGE_ROTATION,HEAD_ROTATION,DRESSING_WATER_STATUS,EDGE_AIR_BAG_PRESSURE
2,1,486388060.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388061.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388062.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388063.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388064.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388065.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388066.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0
2,1,486388067.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388068.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388069.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388070.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388071.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388073.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388074.0,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388074.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388075.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388076.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388077.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388078.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
2,1,486388079.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388080.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388081.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388082.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388083.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388084.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2,1,486388085.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
2,1,486388086.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
2,1,486388087.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
2,1,486388088.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388089.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388090.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0
2,1,486388091.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0
2,1,486388092.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0
2,1,486388093.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0
2,1,486388094.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388095.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388096.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388097.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388098.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0
2,1,486388099.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0
2,1,486388100.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,156.8,1.0,0.0
2,1,486388101.667,2058207618,A,1,4520.0,357.777777778,254.074074074,4095.0,0.0,0.0,0.0,0.0,0.0,53.5968379447,1356.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0
