MACHINE_ID,MACHINE_DATA,TIMESTAMP,WAFER_ID,STAGE,CHAMBER,USAGE_OF_BACKING_FILM,USAGE_OF_DRESSER,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER_TABLE,PRESSURIZED_CHAMBER_PRESSURE,MAIN_OUTER_AIR_BAG_PRESSURE,CENTER_AIR_BAG_PRESSURE,RETAINER_RING_PRESSURE,RIPPLE_AIR_BAG_PRESSURE,USAGE_OF_MEMBRANE,USAGE_OF_PRESSURIZED_SHEET,SLURRY_FLOW_LINE_A,SLURRY_FLOW_LINE_B,SLURRY_FLOW_LINE_C,WAFER_ROTATION,STAGE_ROTATION,HEAD_ROTATION,DRESSING_WATER_STATUS,EDGE_AIR_BAG_PRESSURE
2,4,483384478.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,0.0,0.0,0.0,0.0,131.578947368,156.8,0.0,0.0
2,4,483384478.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,0.0,0.0,0.0,0.0,131.578947368,156.8,0.0,0.0
2,4,483384479.333,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,0.0,0.0,0.0,0.0,131.578947368,156.8,0.0,0.0
2,4,483384479.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,0.0,0.0,0.0,0.0,131.578947368,156.8,0.0,0.0
2,4,483384480.0,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,2.22222222222,0.909090909091,806.4,0.0,131.578947368,156.8,0.0,0.0
2,4,483384480.333,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,2.22222222222,0.909090909091,912.8,0.0,131.052631579,156.8,0.0,0.0
2,4,483384480.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,2.22222222222,0.909090909091,907.2,0.0,131.052631579,156.8,0.0,0.0
2,4,483384481.0,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,2.22222222222,0.909090909091,879.2,0.0,131.052631579,156.8,0.0,0.0
2,4,483384481.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,2.22222222222,0.909090909091,820.4,0.0,131.052631579,160.0,0.0,0.0
2,4,483384483.0,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,0.0,0.0,34.7134387352,878.25,2.22222222222,0.909090909091,686.0,0.0,196.578947368,160.0,0.0,0.0
2,4,483384483.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,0.0,0.0,0.0,4769.7,0.0,34.7134387352,878.25,2.22222222222,0.909090909091,638.4,0.0,197.105263158,160.0,0.0,0.0
2,4,483384485.0,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,150.0,0.0,0.0,2406.3,0.0,34.7134387352,878.25,2.22222222222,0.909090909091,557.2,0.0,196.578947368,160.0,0.0,0.0
2,4,483384485.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,150.476190476,0.0,0.0,7285.2,0.0,34.7134387352,878.25,2.22222222222,0.909090909091,518.0,0.0,197.105263158,160.0,0.0,0.0
2,4,483384486.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,77.1428571429,268.8,71.875,2531.1,10.1363636364,34.7134387352,878.25,2.22222222222,0.909090909091,490.0,0.0,197.105263158,160.0,0.0,48.4848484848
2,4,483384487.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,77.619047619,270.0,72.1875,2531.1,9.95454545455,34.7134387352,878.25,2.22222222222,0.909090909091,464.8,0.0,197.105263158,160.0,0.0,48.4848484848
2,4,483384488.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,77.1428571429,270.0,72.1875,2519.4,10.0,34.7134387352,878.25,2.22222222222,0.909090909091,448.0,0.0,196.578947368,160.0,0.0,48.4848484848
2,4,483384490.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,77.619047619,270.0,72.1875,2511.6,10.0,34.7134387352,878.25,2.22222222222,0.909090909091,439.6,0.0,197.105263158,160.0,0.0,48.4848484848
2,4,483384490.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,77.1428571429,270.0,72.1875,1446.9,10.0,34.7134387352,878.25,2.22222222222,0.909090909091,431.2,0.0,197.105263158,160.0,0.0,48.7878787879
2,4,483384494.667,4229773698,A,4.0,2927.5,563.333333333,111.851851852,3205.0,77.1428571429,270.0,72.1875,1439.1,9.95454545455,34.7134387352,878.25,2.22222222222,0.909090909091,414.4,0.0,4.34210526316,156.8,0.0,48.7878787879
